,text,S/NS,O/NO,Y/N,display_text_width,is_quote,favorite_count,retweet_count,hashtags,media_type,mentions_screen_name,description,followers_count,friends_count,listed_count,statuses_count,favourites_count,verified
3421,"@pitchfordann1 @MKelleher15 @dananessel What hospital? An official from Sparrow was quoted as saying he hadn't heard of any issues with the Michigan entrances being blocked. Here's my source, may I see yours no picture 9 follower person I believe to be sp",,,Y,259,False,2,0,,,pitchfordann1 MKelleher15 dananessel,@madflavor Joey Diaz and Nature keep me from being a mass murderer.. and cannabis.. lots and lots of cannabis,1433,1246,29,33382,119845,False
3422,"Over an hour of video from Lansing here. 
https://t.co/oKIsuiKgCI",,,Y,65,False,0,0,,,,@madflavor Joey Diaz and Nature keep me from being a mass murderer.. and cannabis.. lots and lots of cannabis,1433,1246,29,33382,119845,False
3423,So now Lansing mfs wanna protest . I hate living here<f0><U+009F><U+0098><U+0082>,,,N,54,False,1,0,,,,IG : IAmTheGreatttt ~ YouTube <f0><U+009F><U+008E><U+00A5><U+2B07><U+FE0F>,193,538,0,2243,1108,False
3424,Lansing will be a COVID19 hot spot in 14 days.  <f0><U+009F><U+0099><U+0084> https://t.co/wgVMZrgr2A,,,N,49,True,1,0,,,,Books & Coffee lover <U+2615> #Coldplay <f0><U+009F><U+0092><U+009C> #DakotaJohnson #HenryCavill <f0><U+009F><U+0092><U+009B> #ADiscoveryofWitches<f0><U+009F><U+0092><U+009C> #TheWitchers <f0><U+009F><U+0092><U+009B> #VirgenRiver <f0><U+009F><U+0092><U+009C> #TheMandalorian <f0><U+009F><U+0092><U+009B>,368,262,2,21273,37999,False
3425,"I'm currently sitting in my home in the Lansing metro area.  It is snowing.  There is snow on the ground.  You can wait on buying your lawn fertilizer buddy boy.

And lady, buy a hair color kit and do it yourself like the rest of us working class folks do!! https://t.co/FBi7HzvhPn",,,N,257,True,2,1,,,,"F@!k racists, sexists, homophobes, white supremacists, fascists, fundamentalist bigots, selfish 1%ers, science deniers, & treasonweasels!",533,189,38,25757,18350,False
3426,"I've lived in the Lansing metro area in Michigan since July 2004.  Seeing confederate battle flags in yards, on vehicles, &amp; on clothing is a regular occurrence.

Like much of the Great Lakes Region, the largest metro areas tend to vote blue.",,,N,245,False,1,0,,,,"F@!k racists, sexists, homophobes, white supremacists, fascists, fundamentalist bigots, selfish 1%ers, science deniers, & treasonweasels!",533,189,38,25757,18350,False
3427,"This woman is a ""High Risk"" Senior attending the protest in Lansing, Michigan today to stand up to @GovWhitmer 

She's risking her health and safety to stand up for your rights !!

PLEASE SHARE !! @CitizenAnalyst @DewsNewz @allidoisowen #recallwhitmer #RecallGovWhitmer https://t.co/54OWxfbkxm",,,Y,269,True,14,11,recallwhitmer RecallGovWhitmer,,GovWhitmer CitizenAnalyst DewsNewz allidoisowen,"Independent artist

God Bless the USA <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>

MAGA 2020",1514,1016,29,5823,1659,False
3428,"To everyone that attended today's rally in Lansing,

I SALUTE YOU ! 

Your bravery in the face of tyranny will inspire thousands of people across the nation to do the same.

God bless all of you !

#ReopenAmerica #ReopenAmericaNow #whitmerresign https://t.co/R8VbR2ntaJ",,,Y,245,True,6,3,ReopenAmerica ReopenAmericaNow whitmerresign,,,"Independent artist

God Bless the USA <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>

MAGA 2020",1514,1016,29,5823,1659,False
3429,@IngrahamAngle @TitoTorres2 Join us tomorrow at the Michigan State Capital building in Lansing to protest Governor Whitmers Unconstitutional stay home orders ! https://t.co/JnUZQxdOVt,,,Y,131,False,167,84,,photo,IngrahamAngle TitoTorres2,"Independent artist

God Bless the USA <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>

MAGA 2020",1514,1016,29,5823,1659,False
3430,"@Local4News Lansing is full of workers that deserve appreciation!!

https://t.co/P6wqLJ2VEA",,,Y,79,True,0,0,,,Local4News,"Independent artist

God Bless the USA <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>

MAGA 2020",1514,1016,29,5823,1659,False
3431,Hot take: people that went to the protest in Lansing shouldnât receive medical care for anything COVID-19 related.,,,N,114,False,47,9,,,,my life is a relentless torpedo if absolute chaos,797,874,1,3093,8329,False
3432,"You have one chance to make it count. Let's see how the right does protests. 

Over 15 Thousand Cars Expected to Flood Lansing, Michigan Tomorrow to Protest Gov. Whitmer https://t.co/K17KUD57XU via @WayneDupreeShow",,,Y,214,False,6,5,,,WayneDupreeShow,"30's Films, 80's Music, Sci-Fi Audio Books, Photography Enthusiast, #DonateLife, #2A",15366,13491,93,8844,1834,False
3433,"I'm laughing so hard I can't catch my breath as liberals whine and complain that citizens are demonstrating in Lansing Michigan today. 

They believe protests are their property. 
 https://t.co/1Etn3xxp6K",,,Y,204,False,3,1,,,,"30's Films, 80's Music, Sci-Fi Audio Books, Photography Enthusiast, #DonateLife, #2A",15366,13491,93,8844,1834,False
3434,@KassandraSeven I can't believe the stupidity I've witnessed in Lansing,,,N,55,False,2,0,,,KassandraSeven,#RESISTANCE,389,480,7,3895,8171,False
3435,"@NYGovCuomo Governor, can you do anything to ensure that none of the Michigan ventilators get used by the idiots protesting in Lansing today?",,,N,129,False,11,0,,,NYGovCuomo,"**Wikipedia editor/Fancy hacker for hire** Potential followers please note, i will not stick to only discussing Retail I.T. and hockey. Nazis are bad.",150,285,34,30559,45700,False
3436,Can't be soon enough! I heard they are blocking entrance to the hospital and the only level 1 trauma center in Lansing. https://t.co/dcK2yDtuH7,,,N,119,True,0,0,,,,"Graphic designer, cat lover, outdoor adventurer, introvert, leftist feminist, #EDS, she/hers",118,591,10,2915,19958,False
3437,"""This group is funded in large part by the DeVosÂ family. And I think it's really inappropriateâ
Trumpsters must want us all to die! Well I donât want to! #coronavirus
https://t.co/a6DYf74kVz via <U+2066>@freep<U+2069>",,,N,203,False,0,0,coronavirus,,freep,#Resist corruption of this administration! #Impeach #Save Democracy,1713,1917,2,18239,33874,False
3438,People are really protesting in Lansing <f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082> idiots wanna spend their stimulus check at the hospital I see,,,N,105,False,4,0,,,,"Sometimes it do, Sometimes it donât",836,789,4,40891,24182,False
3439,"Imagine driving all the way to Lansing to protest not being able to buy seeds while thereâs still SNOW on the ground in Michigan, blocking the entrance to Sparrow Hospital for emergency workers, and thinking youâre a hero. Hope you donât need a nurse later, you absolute morons. https://t.co/ksScqNbx8t",,,N,278,False,349,83,,photo,,"Rather inclined to giggle, doesnât put things away",291,639,9,2171,3068,False
3440,"Lansing, MI is filled with a bunch of protesters so that they can mow lawns and get their boats out to paint. Ridiculousness at its finest.  To all you whiners that attended the Capitol protest today YOU SUCK.  Hypocrisy at its finest. https://t.co/xR819DcaYX",,,N,235,False,1,0,,photo,,"Happy-go-lucky kind of girl who loves her job as a firefighter and loves her family, friends and dogs. Michigan State University Alum",29,108,0,162,251,False
3441,"Let the civil unrest begin...
Lansing
Gretchen Whitmer https://t.co/L1ThaVaQOd",,,Y,54,False,5,2,,photo,,"Donald J. Trump Supporter     
#DoNothingDemocrats  #BuildTheWall #DrainTheSwamp #1A #2A #KAG  #Veterans #MAGA #Trump2020Landslide #AmericaFirst",29885,28428,21,27189,20547,False
3442,"Amerikan protestors protest against tyrannical mommy they voted in

https://t.co/sORXxS35OJ",,,Y,91,False,1,1,,,,"Thelemite. Stoic. Aristocracy under Natural Law.
""every man and every woman is a star""",56,211,0,1121,0,False
3443,Operation Gridlock in Lansing is extremely irresponsible and protestors are putting themselves in danger and now there is an emergency ambulance trying to get through. Sheesh people. Where are your brains? @FoxNews @ZachGorchow @DemCastUSA @GovWhitmer https://t.co/rtmgDRLwpN,,,N,251,True,13,14,,,FoxNews ZachGorchow DemCastUSA GovWhitmer,"We are the OFFICIAL coalition of Indivisible groups in Michigan, fighting for our democracy. We mobilize our members on the ground to win seats and turn MI blue",864,636,7,780,365,False
3444,"@lshtls @anna_deardorff I was wondering the same thing. Thousands of people in Lansing today will not phase her, because she's a narcissistic control freak. Nor will an online petition for recall, the effectiveness of which is in question anyway. She's ad",,,Y,279,False,1,0,,,lshtls anna_deardorff,"Full-time caretaker for my wife with dementia. My problem is not with the way things are, but rather with the way people THINK things are. Go Trump! Luddite.",587,1228,0,2854,3416,False
3445,"@mjoyce317 @MarkDavis My God, what a Nitwhitmer. I'm anxious to see if the day's events in Lansing will convince her to roll back some of her draconian measures. I doubt it.",,,Y,151,False,7,1,,,mjoyce317 MarkDavis,"Full-time caretaker for my wife with dementia. My problem is not with the way things are, but rather with the way people THINK things are. Go Trump! Luddite.",587,1228,0,2854,3416,False
3446,Big doin's in Lansing Michigan today! WHEXIT!!!!,,,Y,48,False,0,1,,,,"Full-time caretaker for my wife with dementia. My problem is not with the way things are, but rather with the way people THINK things are. Go Trump! Luddite.",587,1228,0,2854,3416,False
3447,"@msponseller @Benizzor1 It is true. And if these same restrictions were in place from a male Republican governor,  you'd be in Lansing right now blowing your car horn.",,,Y,143,False,0,0,,,msponseller Benizzor1,"Full-time caretaker for my wife with dementia. My problem is not with the way things are, but rather with the way people THINK things are. Go Trump! Luddite.",587,1228,0,2854,3416,False
3448,"Lets see if I can put this in terms a republican can understand. 

""LOOK ALL YOU YEE-HAWERS IN LANSING! YOU MADE JESUS MAD! NOW HE GONMADE FROZEN WATER COME FROM THE SKY!""

Thank you.",,,N,183,False,3,0,,,,bro to the fucking core.,275,582,0,3205,7403,False
3449,"That's right @SenSchumer ! It's MAKING AMERICA GREAT AGAIN!!!!!!!!!!! #MAGA #KAG2020LandslideVictory #SchumerSucks Lansing #StimulusCheck
Schumer: Attacking W.H.O. Isnât Making America Better https://t.co/0DSvIySMpw via @BreitbartNews",,,Y,234,False,0,0,MAGA KAG2020LandslideVictory SchumerSucks StimulusCheck,,SenSchumer BreitbartNews,"#Christian<U+271D><U+FE0F>#MAGA #Patriot #Truth #Trump avid reader, writer<U+270D><U+FE0F>blogger, theologian, cat lady,music lover, believer in miracles, imperfect above all else #KAG<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>",7113,7361,118,33799,24577,False
3450,"Lansing #OperationGridlock We're with you in spirit!<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>

Be sure and sign<f0><U+009F><U+0096><U+008A><U+FE0F> the petition to recall Adolph Whitmer!
https://t.co/HKD23BHhio",,,Y,201,False,3,2,OperationGridlock,,,"#Christian<U+271D><U+FE0F>#MAGA #Patriot #Truth #Trump avid reader, writer<U+270D><U+FE0F>blogger, theologian, cat lady,music lover, believer in miracles, imperfect above all else #KAG<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>",7113,7361,118,33799,24577,False
3451,@ogmab @Stonekettle Amen <f0><U+009F><U+0099><U+008F> Iâll pay their gas <U+26FD><U+FE0F> to get to Lansing,,,Y,46,False,0,0,,,ogmab Stonekettle,,1884,4003,3,2693,2124,False
3452,I wonder how that protest in Lansing will play out? <f0><U+009F><U+00A4><U+0094> i know for a fact it wonât get us back outside sooner,,,N,107,False,0,0,,,,<U+264D><U+FE0F> | WSU | SC: Mark248 | <f0><U+009F><U+008F><U+00B3><U+FE0F><U+200D><f0><U+009F><U+008C><U+0088> | $MarkXCVI,325,300,5,23215,828,False
3453,If weâre stuck in the house for the rest of the year Iâm blaming everyone in Lansing <f0><U+009F><U+0099><U+0083>,,,N,86,False,1,0,,,,<U+264D><U+FE0F> | WSU | SC: Mark248 | <f0><U+009F><U+008F><U+00B3><U+FE0F><U+200D><f0><U+009F><U+008C><U+0088> | $MarkXCVI,325,300,5,23215,828,False
3454,I donât like the governor either BUT I donât think having a big ass protest in Lansing is gonna solve anything either,,,N,117,False,0,0,,,,<U+264D><U+FE0F> | WSU | SC: Mark248 | <f0><U+009F><U+008F><U+00B3><U+FE0F><U+200D><f0><U+009F><U+008C><U+0088> | $MarkXCVI,325,300,5,23215,828,False
3455,@GovWhitmer I thought you said you had SNOW in the ground in Lansing? Were you lying? https://t.co/Ras12J2hcH,,,Y,85,True,1,1,,,GovWhitmer,A diehard supporter of @realDonaldTrump. #MAGA #KAG #KAG2020 #MakeAmericaGreatAgain #KeepAmericaGreat #VoteRed2020,1007,766,15,63440,31712,False
3456,I love that these idiots are wearing masks and some of them are practicing social distancing in Lansing but they are really out their protesting the idea of shutting the businesses down for the very same reason they are wearing the masks and keeping away from others.,,,N,267,False,0,0,,,,Former @HoustonTexans fan just trying to find a team that ain't run by a bunch of idiots.,122,248,1,15448,9011,False
3457,"If they believe the quarantine is ""excessive,"" shouldn't they be doing bona fide protesting by getting out of their cars and social un-distancing? #Michigan https://t.co/6QHuapdJrQ",,,N,180,False,1,0,Michigan,,,"Pulitzer-sharing LA Times columnist, Emmy-winning broadcaster, best-selling author, animalista. @pinkshotdogs veggie dog named for me. Pref pronoun: royal ""we.""",4190,246,174,77729,14985,False
3458,@nick5byrne @MariManoogian Idk man it seems to me that roads are being blocked to healthcare workers. I personally know of people who work in a hospital (Sparrow) in lansing that had to walk over 2 miles to get there,,,N,189,False,2,0,,,nick5byrne MariManoogian,"<f0><U+009F><U+0090><U+00BE>CU<U+26BE><U+FE0F>

Strictly Fam Members Only",542,505,2,16186,12687,False
3459,Quarantine is when you restrict movement of sick people. Tyranny is when you restrict the movement of healthy people #MICHIGAN #LANSING #WWG1WGA #KAG2020 #MSNBC https://t.co/kpvRQS2eNF,,,Y,160,False,3,2,MICHIGAN LANSING WWG1WGA KAG2020 MSNBC,photo,,#MAGA #KAG @POTUS,418,736,0,1072,405,False
3460,"Nice to see #Michigan people fighting for their Constitutional Rights.
About time people started pushing back against the Police State. You go Michigan! Enough of this.
#MichigandersAgainstExcessiveQuarantine 
#Lansing",,,Y,218,False,6,2,Michigan MichigandersAgainstExcessiveQuarantine Lansing,,,"Independent/Libertarian-Fiscal Hawk-
#Constitutionalist #Jeffersonian #Gold 
#AutismMom #SelfReliant #TaxationIsTheft -
Freedom is Everything",9208,5694,64,157980,147781,False
3461,"@RealBasedMAGA @GovWhitmer @Twitter @realDonaldTrump Now trending #Morons, #Lansing, #Confederate and #Michiganshutdown.  <U+2639><U+FE0F> so much hate.  #MentalHealthMatters people want to work and be opened for business.",,,Y,155,False,1,0,Morons Lansing Confederate Michiganshutdown MentalHealthMatters,,RealBasedMAGA GovWhitmer Twitter realDonaldTrump,"Christian, Case Manager for Mental Health, mom of 2 boys, wedding and event floral designer, gardening, coupons, travel, games with family.",83,230,0,156,340,False
3462,@charles_gaba Funny thing is they are protesting in Lansing about the stay at home order. They half the stuff they are complaining they canât do now even if it wasnât a pandemic.,,,N,164,False,0,0,,,charles_gaba,,62,385,0,7208,657,False
3463,These protests in Lansing make me sick. The surge of cases caused by people from all over the state gathering at the Capitol without masks WILL lengthen the stay-at-home order. I support @GovWhitmer.,,,N,199,False,8,0,,,GovWhitmer,M4 at @waynemedicine                            <f0><U+009F><U+0099><U+008F> Pray for Detroit <f0><U+009F><U+0099><U+008F>,215,208,3,2706,4806,False
3464,"@icanteven1845 Wait, arenât you a white boy in Lansing?",,,N,40,False,0,0,,,icanteven1845,M4 at @waynemedicine                            <f0><U+009F><U+0099><U+008F> Pray for Detroit <f0><U+009F><U+0099><U+008F>,215,208,3,2706,4806,False
3465,"Never heard of this lady before this week. Already don't like her. HUGE protest/Trump rally happening in Lansing, MI right now! Go PATRIOTS! #wwg1wga #TheGreatAwakening https://t.co/PdHMKUecpF",,,Y,168,True,1,0,wwg1wga TheGreatAwakening,,,"EOS USA Block Producer, Bitcoin Miner, Whatsminer Distributor for North & South America",180,130,0,1666,1568,False
3466,"If you support this stupid protest in lansing today, fuck off i hope youre happy when the shutdown continues longer. Selfish fucking people.",,,N,140,False,3,0,,,,"35  cook. I enjoy reading, writing, and playing videogames. 
Lions fan, but not one of the ones who complain about everything. #OnePride 
Flint, Michigan",501,1200,8,19037,42555,False
3467,People of Lansing <f0><U+009F><U+0093><U+00A2> STOP and THINK.  People are dying from Coronavirus!!  STAY HOME SAVE LIVES.  Please...my nephew is only 21 years old and needs heart surgery.  You are putting his life at risk.,,,N,196,False,0,0,,,,<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>Biden 2020<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>,315,1430,0,3046,3137,False
3468,@ShelbyRatifyERA @electroboyusa @lfkraus @AviFlyGirl @tizzywoman @maiamimi @bluesurferwave @MadelyneRants @ArtistsPo @jawja100 They're in Lansing... Why aren't they protesting at the CAPITAL?,,,Y,64,False,6,2,,,ShelbyRatifyERA electroboyusa lfkraus AviFlyGirl tizzywoman maiamimi bluesurferwave MadelyneRants ArtistsPo jawja100,"if you voted for Trump you're a dumbass.  if you regret that vote, that's nice, but you're still a dumbass.",167,389,0,5051,3496,False
3469,The citizens in Lansing who are helping gridlock traffic for ambulances for a protest against protecting themselves and their loved ones are all deciding to forgo all COVID-19 Treatment,,,N,185,False,0,0,,,,Sakamoto Tatsuma stan,195,1444,5,39919,2751,False
3470,"Look whatâs happing today in response to the shut down in Lansing, MI https://t.co/DpE6Tt3dcI",,,Y,69,False,0,0,,photo,,Mom to 4 amazing adult children - Grammy to 4 busy grandchildren - social worker -speaker- group facilitator - love clean comedy and the joy of laughter,46,318,0,275,2611,False
3471,"The people protesting in Lansing are the dumbest group of smoothbrains I've ever seen in my life.

You're trying to cause a gridlock when everyone except vital workers are staying home, so you accomplished nothing. And you're potentially exposing yourself to the virus.",,,N,269,False,2,0,,,,"Wings fan, cognitive psychologist, hockey prospect buff, and anarcho-syndicalist. I post mainly about hockey, leftist takes, and life in Newfoundland.",776,2798,3,31142,51851,False
3472,"@GovWhitmer I am not a Michigan resident. Nonetheless, I thank you for doing the right thing with your stay-at-home orders.
Those orders benefit the people of Michigan and the U.S. Temporary mobility limitations are necessary. Thank you for your courage ",,,N,277,False,1,0,Lansing,,GovWhitmer,"America; challenge ""conventional wisdom""; question authority; respect and compassion; climate change/environment. #CA25<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><U+2764><U+FE0F><f0><U+009F><U+008C><U+008E><f0><U+009F><U+008C><U+00B2>",126,123,5,3899,4326,False
3473,"According to a roll of honor ordered by the MI legislature in 1869, 14,855 Michiganders died to protect the Union and put down the rebellion.

I may be a dirty FIP (FIB's just WI, right?) but I wonder how they'd feel about a Confederate flag flying in Lansing. #OperationGridlock",,,N,279,False,0,0,OperationGridlock,,,I cosplayed as Ryoga once.,138,353,9,3882,4357,False
3474,Happening now in Lansing Michigan. Protests to reopen state. #MIleg #MiPol #coronavirus https://t.co/sn4Qvnf7YC,,,Y,87,True,1,0,MIleg MiPol coronavirus,,,"Tobacco Harm Reduction #vaping #snus #quitlying #vapeban #weVapeWeVote tweets from this account not medical advice, not an MD",4103,1969,119,35030,11631,False
3475,They need to get the riot shields and tear gas out for these dumb fucks in Lansing,,,N,82,False,3,0,,,,"Tough times don't last, tough people do! #LakersNation #EaglesNation Snapchat: ByronDD",279,288,6,28220,2894,False
3476,@DiamondandSilk @hodgetwins @UncleTonyRP Have you seen whatâs happening in our capital in Lansing? #OperationGridlock https://t.co/FHHYiiQMDM,,,Y,117,True,1,0,OperationGridlock,,DiamondandSilk hodgetwins UncleTonyRP,"Wife of Jeff, mama of Hayden, Gabe,Lily & Finn! Cervical cancer survivor,Lupus, RA, sjogrens, & Scleroderma, Warrior! Special needs mom!! AMERICAN!!!!",37,199,0,308,1217,False
3477,@chuckwoolery Have u seen the coverage of #OperationGridlock ? There are people backed up on the highway miles outside of Lansing even!,,,Y,121,False,0,0,OperationGridlock,,chuckwoolery,"Wife of Jeff, mama of Hayden, Gabe,Lily & Finn! Cervical cancer survivor,Lupus, RA, sjogrens, & Scleroderma, Warrior! Special needs mom!! AMERICAN!!!!",37,199,0,308,1217,False
3478,@jonvoight #OperationGridlock  happening in Lansing Michigan!!,,,Y,51,False,0,0,OperationGridlock,,jonvoight,"Wife of Jeff, mama of Hayden, Gabe,Lily & Finn! Cervical cancer survivor,Lupus, RA, sjogrens, & Scleroderma, Warrior! Special needs mom!! AMERICAN!!!!",37,199,0,308,1217,False
3479,@CarinaHilbert @MLive Itâs not their job and Lansing didnât send extra money to hire new officers to enforce.   Do you think itâs ok to fine someone $1000 for mowing someone elseâs lawn but a group of 10 can stand in line to get lottery tickets?,,,Y,223,False,1,0,,,CarinaHilbert MLive,,368,506,4,6373,7275,False
3480,"The Freedom idiocy in Lansing was foreseeable.

Wondering if there is a difference in local news coverage of the parameters of virus spreading.   

In Oregon, local news has done outstanding work to inform how covid is spread.  How well has local MI new done on this?",,,N,267,False,1,1,,,,"Left Coast Political and social observer  #Austerity kills #opportunity. #GlobalWarming threatens all life as we know it.    #Liberty #Equality #Siblings
<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+008C><U+008A><f0><U+009F><U+008C><U+00B2><f0><U+009F><U+0095><U+008A><U+FE0F>",742,242,57,94232,70773,False
3481,Why are these people that are protesting the lockdown in Lansing wearing masks if they think itâs okay to reopen places.....<f0><U+009F><U+00A4><U+00A6><f0><U+009F><U+008F><U+00BC><U+200D><U+2640><U+FE0F> #lansingprotest,,,N,145,False,5,2,lansingprotest,,,MSU,420,1138,1,23134,41019,False
3482,"@pattmlatimes The Lansing, Michigan, protesters are impeding ambulance traffic to the only Level 1 trauma center in the area. One protester, when questioned about it on social media, said he didn't care if they endangered lives if it meant getting their r",,,N,252,False,0,1,,,pattmlatimes,Concerned citizen. Copy editor. Michigander by choice. ACES member. Forever a newbie violinist.,214,487,11,3534,10873,False
3483,A small history lesson for the f'n morons protesting in Lansing today. Flying the Loser's flag in Michigan is just as stupid as your protest. Thanks to the DeVos family for funding another astroturf protest. https://t.co/jo6WMg1cUv,,,N,207,True,1,3,,,,"Husband, dad, son, writer. Honorary Millennial. Noted grump & curmudgeon. Marvel stan, ask me! Opinions are mine, and should be treated as such.",90,121,0,10866,10252,False
3484,@MikenzieFrost And hereâs the 2020 Womanâs March in Lansing - no comparison https://t.co/UD8cdySGRA,,,N,60,False,2,0,,photo,MikenzieFrost,"30+ yrs Information Security and Risk Management professional, mom of 4, Grammy to 8 Cheryl Gray: âBad Things Happen When Good People Do Nothingâ #Resist",164,507,1,8852,10329,False
3485,"@RadioFreeTom But clearly giving her SOTU was an attempt to give her national prominence before this all began and if you donât think national politics are a factor in the stunt going on right now in Lansing, congrats on being less cynical than myself.",,,Y,238,False,3,0,,,RadioFreeTom,Whimsical music-ish type stuff. Singer/songwriter.  New album  @ <f0><U+009F><U+008F><U+00A0> @ <f0><U+009F><U+008C><U+008A> out now!,179,384,0,5661,7655,False
3486,"@DetmerMike @GovWhitmer @realDonaldTrump The deaths from this will be ON YOU.

BTW-if you want to open your state now why are you afraid to get out of your cars?

Lansing you're doing Russia's job for them-your killing people trying to get to the hosp",,,N,232,False,12,4,,,DetmerMike GovWhitmer realDonaldTrump realDonaldTrump,"Old fashioned girl <U+2764><U+FE0F>FREEDOM FOR ALL PEOPLE!
<f0><U+009F><U+0092><U+0080>To PREJUDICE-trump's gotta go!
DACA & EASIER IMMIGRATION-NO DM's
<U+2764><U+FE0F>Reading & the supernatural
RESISTANCE!",3831,4989,3,108835,130007,False
3487,"HEY Lansing!

Those participating in this protest are killing the sick b/c they can't get to the hospital!

This is negligent homicide.

You want your state open-why are you afraid to get out of your cars?

Hope you all sign DNR's after this so you aren't put on a ventilator.",,,N,276,False,5,2,,,,"Old fashioned girl <U+2764><U+FE0F>FREEDOM FOR ALL PEOPLE!
<f0><U+009F><U+0092><U+0080>To PREJUDICE-trump's gotta go!
DACA & EASIER IMMIGRATION-NO DM's
<U+2764><U+FE0F>Reading & the supernatural
RESISTANCE!",3831,4989,3,108835,130007,False
3488,"@emmabell101 @GovWhitmer Yeah-b/c blocking streets so the dying can't get to hospitals don't matter.

If you want to open up your state now-why are you all afraid to get out of your cars?

Idiots in Lansing are killing people.",,,N,201,False,1,0,,,emmabell101 GovWhitmer,"Old fashioned girl <U+2764><U+FE0F>FREEDOM FOR ALL PEOPLE!
<f0><U+009F><U+0092><U+0080>To PREJUDICE-trump's gotta go!
DACA & EASIER IMMIGRATION-NO DM's
<U+2764><U+FE0F>Reading & the supernatural
RESISTANCE!",3831,4989,3,108835,130007,False
3489,@GovWhitmer Iâm hoping that fines were issued today like they weee in Detroit. They violated the social distancing mandate. $1k fines please. Unless COVID-19 is not in Lansing,,,N,175,False,3,0,,,GovWhitmer,Beliver in Christ. 2019 President-(MSFAA). 15/16 President Award recipient. Father. Provider. Believe in Detroit!,255,1444,0,3845,2065,False
3490,"I hate to be the one to say it, but a lot of me wonders how much of this protest bs in Lansing has to do with the fact that our Governor is a strong, Democratic, female...",,,N,171,False,6,0,,,,â¢ what do I look like to you? a silly goose? â¢ svsu alumna â19 â¢,363,312,0,8809,6150,False
